0.0 64.10495943843137 10.5281/zenodo.3247813
0.0 64.84555271427276 10.5281/zenodo.1009607
0.0 64.93046933535211 10.5281/zenodo.545941
0.0 64.97997887854329 10.5281/zenodo.545941
0.0 65.06635686787824 10.5281/zenodo.1198158
0.0 65.09694863395485 10.5281/zenodo.1010083
0.0 65.14169362514211 10.5281/zenodo.3237420
0.0 66.0379922872851 10.5281/zenodo.3431948
9.91 58.912309653427045 10.5281/zenodo.3237420
20.0 52.9451738433563 10.5281/zenodo.3237420
30.07 48.05740111675004 10.5281/zenodo.3237420
40.12 44.821476039747196 10.5281/zenodo.3238157
50.0 42.421025460923396 10.5281/zenodo.3238157
